0, 1328.323, 405.570
1, 1400.654, 430.952
2, 1339.873, 415.391
3, 1296.882, 395.566
4, 1296.882, 395.566
5, 1296.748, 395.519
6, 1294.834, 394.389
7, 1286.142, 391.236
8, 1311.369, 400.821
9, 1286.142, 391.236
10, 1284.001, 390.027
11, 1284.001, 390.027
12, 1285.065, 390.685
13, 1284.001, 390.027
14, 1283.972, 390.012
15, 1283.631, 389.895
16, 1298.716, 396.639
17, 1283.631, 389.895
18, 1356.202, 411.917
19, 1283.604, 389.882
20, 1283.007, 389.458
21, 1286.663, 391.451
22, 1283.405, 389.714
23, 1280.079, 387.653
24, 1279.573, 387.311
25, 1300.632, 394.495
26, 1284.238, 389.552
27, 1232.576, 373.263
28, 1245.411, 382.557
29, 1232.576, 373.263
30, 1232.576, 373.263
31, 1232.888, 373.365
32, 1232.259, 373.074
33, 1232.240, 373.065
34, 1231.671, 372.655
35, 1231.719, 372.690
36, 1231.087, 372.253
37, 1301.814, 397.625
38, 1295.551, 394.897
39, 1257.115, 381.658
40, 1301.090, 398.359
41, 1233.478, 373.684
42, 1231.087, 372.253
43, 1231.071, 372.248
44, 1230.985, 372.195
45, 1231.234, 372.399
46, 1231.016, 372.212
47, 1230.985, 372.195
48, 1230.689, 371.987
49, 1239.838, 375.755
50, 1223.926, 368.621
51, 1224.409, 368.886
52, 1223.529, 368.362
53, 1223.529, 368.362
54, 1223.260, 368.139
55, 1223.137, 368.060
56, 1223.133, 368.058
57, 1223.132, 368.058
58, 1223.004, 367.978
59, 1223.004, 367.978
60, 1247.831, 377.474
61, 1222.955, 367.948
62, 1224.971, 368.685
63, 1222.955, 367.947
64, 1222.955, 367.947
65, 1212.283, 362.836
66, 1163.314, 344.978
67, 1163.312, 344.976
68, 1163.312, 344.976
69, 1163.315, 344.978
70, 1163.317, 344.980
71, 1163.562, 345.119
72, 1154.520, 341.802
73, 1154.526, 341.805
74, 1154.514, 341.797
75, 1154.514, 341.797
76, 1154.439, 341.748
77, 1154.436, 341.747
78, 1154.436, 341.747
79, 1154.641, 341.875
80, 1154.478, 341.781
81, 1154.436, 341.747
82, 1154.700, 341.843
83, 1154.441, 341.750
84, 1161.575, 344.323
85, 1169.082, 347.639
86, 1147.921, 338.305
87, 1147.921, 338.305
88, 1147.562, 337.995
89, 1147.736, 338.093
90, 1147.563, 337.996
91, 1147.663, 338.081
92, 1146.579, 337.534
93, 1146.579, 337.534
94, 1146.579, 337.534
95, 1146.579, 337.534
96, 1146.533, 337.502
97, 1199.729, 356.474
98, 1146.540, 337.508
99, 1146.535, 337.504
100, 1146.709, 337.604
101, 1146.532, 337.502
102, 1145.923, 337.248
103, 1145.972, 337.290
104, 1145.894, 337.233
105, 1145.895, 337.234
106, 1147.340, 337.978
107, 1146.038, 337.311
108, 1145.873, 337.215
109, 1123.710, 329.358
