0, 7.888, 3.406, 200, 25, 100
1, 10.377, 3.871, 200, 25, 100
2, 16.072, 7.280, 200, 25, 100
3, 5.483, 2.217, 200, 25, 100
4, 4.621, 1.855, 200, 25, 100
5, 3.274, 1.265, 200, 25, 100
6, 5.812, 2.273, 200, 25, 100
7, 3.326, 1.282, 200, 25, 100
8, 2.905, 1.176, 200, 25, 100
9, 3.474, 1.215, 200, 25, 100
10, 2.105, 0.829, 200, 25, 100
11, 1.775, 0.664, 200, 25, 100
12, 1.478, 0.627, 200, 25, 100
13, 1.353, 0.467, 200, 25, 100
14, 2.163, 0.842, 200, 25, 100
15, 1.349, 0.527, 200, 25, 100
16, 0.515, 0.204, 200, 25, 100
17, 0.955, 0.370, 200, 25, 100
18, 0.491, 0.204, 200, 25, 100
19, 0.434, 0.173, 200, 25, 100
20, 0.531, 0.215, 200, 25, 100
21, 0.333, 0.125, 200, 25, 100
22, 0.202, 0.081, 200, 25, 100
23, 0.290, 0.120, 200, 25, 100
24, 0.465, 0.192, 200, 25, 100
25, 0.181, 0.073, 200, 25, 100
26, 0.135, 0.057, 200, 25, 100
27, 0.187, 0.078, 200, 25, 100
28, 0.222, 0.069, 200, 25, 100
29, 0.041, 0.016, 200, 25, 100
30, 0.043, 0.014, 200, 25, 100
31, 0.041, 0.014, 200, 25, 100
32, 0.018, 0.007, 200, 25, 100
33, 0.064, 0.020, 200, 25, 100
34, 0.121, 0.038, 200, 25, 100
35, 0.027, 0.008, 200, 25, 100
36, 0.004, 0.002, 200, 25, 100
37, 0.006, 0.002, 200, 25, 100
38, 0.006, 0.002, 200, 25, 100
39, 0.005, 0.002, 200, 25, 100
40, 0.006, 0.002, 200, 25, 100
41, 0.002, 0.001, 200, 25, 100
42, 0.006, 0.002, 200, 25, 100
43, 0.004, 0.002, 200, 25, 100
44, 0.001, 0.000, 200, 25, 100
45, 0.001, 0.000, 200, 25, 100
46, 0.001, 0.000, 200, 25, 100
47, 0.001, 0.000, 200, 25, 100
48, 0.001, 0.000, 200, 25, 100
49, 0.001, 0.000, 200, 25, 100
50, 0.000, 0.000, 200, 25, 100
51, 0.000, 0.000, 200, 25, 100
52, 0.000, 0.000, 200, 25, 100
53, 0.000, 0.000, 200, 25, 100
54, 0.000, 0.000, 200, 25, 100
55, 0.000, 0.000, 200, 25, 100
56, 0.000, 0.000, 200, 25, 100
57, 0.000, 0.000, 200, 25, 100
58, 0.000, 0.000, 200, 25, 100
59, 0.000, 0.000, 200, 25, 100
60, 0.000, 0.000, 200, 25, 100
61, 0.000, 0.000, 200, 25, 100
62, 0.000, 0.000, 200, 25, 100
63, 0.000, 0.000, 200, 25, 100
64, 0.000, 0.000, 200, 25, 100
65, 0.000, 0.000, 200, 25, 100
66, 0.000, 0.000, 200, 25, 100
67, 0.000, 0.000, 200, 25, 100
68, 0.000, 0.000, 200, 25, 100
69, 0.000, 0.000, 200, 25, 100
70, 0.000, 0.000, 200, 25, 100
71, 0.000, 0.000, 200, 25, 100
72, 0.000, 0.000, 200, 25, 100
73, 0.000, 0.000, 200, 25, 100
74, 0.000, 0.000, 200, 25, 100
75, 0.000, 0.000, 200, 25, 100
76, 0.000, 0.000, 200, 25, 100
77, 0.000, 0.000, 200, 25, 100
78, 0.000, 0.000, 200, 25, 100
79, 0.000, 0.000, 200, 25, 100
80, 0.000, 0.000, 200, 25, 100
81, 0.000, 0.000, 200, 25, 100
82, 0.000, 0.000, 200, 25, 100
83, 0.000, 0.000, 200, 25, 100
84, 0.000, 0.000, 200, 25, 100
85, 0.000, 0.000, 200, 25, 100
86, 0.000, 0.000, 200, 25, 100
87, 0.000, 0.000, 200, 25, 100
88, 0.000, 0.000, 200, 25, 100
89, 0.000, 0.000, 200, 25, 100
90, 0.000, 0.000, 200, 25, 100
91, 0.000, 0.000, 200, 25, 100
92, 0.000, 0.000, 200, 25, 100
93, 0.000, 0.000, 200, 25, 100
94, 0.000, 0.000, 200, 25, 100
95, 0.000, 0.000, 200, 25, 100
96, 0.000, 0.000, 200, 25, 100
97, 0.000, 0.000, 200, 25, 100
98, 0.000, 0.000, 200, 25, 100
99, 0.000, 0.000, 200, 25, 100
100, 0.000, 0.000, 200, 25, 100
101, 0.000, 0.000, 200, 25, 100
102, 0.000, 0.000, 200, 25, 100
103, 0.000, 0.000, 200, 25, 100
104, 0.000, 0.000, 200, 25, 100
105, 0.000, 0.000, 200, 25, 100
106, 0.000, 0.000, 200, 25, 100
107, 0.000, 0.000, 200, 25, 100
108, 0.000, 0.000, 200, 25, 100
109, 0.000, 0.000, 200, 25, 100
110, 0.000, 0.000, 200, 25, 100
111, 0.000, 0.000, 200, 25, 100
